Marca temporal,Edad / Age,Máximo Nivel de estudios alcanzado / Highest level of education attained,Según la OCDE ¿Cuál es el área de conocimiento de la formación alcanzada?;¿Con qué género se identifica?;Nacionalidad de Nacimiento,1ª obra [Versión 1];1ª obra [Versión 2];1ª obra [Versión 3];1ª obra [Versión 4];2ª obra [Versión 1];2ª obra [Versión 2];2ª obra [Versión 3];2ª obra [Versión 4];3ª obra [Versión 1];3ª obra [Versión 2];3ª obra [Versión 3];3ª obra [Versión 4];4ª obra [Versión 1];4ª obra [Versión 2];4ª obra [Versión 3];4ª obra [Versión 4];5ª obra [Versión 1];5ª obra [Versión 2];5ª obra [Versión 3];5ª obra [Versión 4];6ª obra [Versión 1];6ª obra [Versión 2];6ª obra [Versión 3];6ª obra [Versión 4];7ª obra [Versión 1];7ª obra [Versión 2];7ª obra [Versión 3];7ª obra [Versión 4];8ª obra [Versión 1];8ª obra [Versión 2];8ª obra [Versión 3];8ª obra [Versión 4];9ª obra [Versión 1];9ª obra [Versión 2];9ª obra [Versión 3];9ª obra [Versión 4];10ª obra [Versión 1];10ª obra [Versión 2];10ª obra [Versión 3];10ª obra [Versión 4];11ª obra [Versión 1];11ª obra [Versión 2];11ª obra [Versión 3];11ª obra [Versión 4];12ª obra [Versión 1];12ª obra [Versión 2];12ª obra [Versión 3];12ª obra [Versión 4];13ª obra [Versión 1];13ª obra [Versión 2];13ª obra [Versión 3];13ª obra [Versión 4];14ª obra [Versión 1];14ª obra [Versión 2];14ª obra [Versión 3];14ª obra [Versión 4];15ª obra [Versión 1];15ª obra [Versión 2];15ª obra [Versión 3];15ª obra [Versión 4];16ª obra [Versión 1];16ª obra [Versión 2];16ª obra [Versión 3];16ª obra [Versión 4];17ª obra [Versión 1];17ª obra [Versión 2];17ª obra [Versión 3];17ª obra [Versión 4];18ª obra [Versión 1];18ª obra [Versión 2];18ª obra [Versión 3];18ª obra [Versión 4];19ª obra [Versión 1];19ª obra [Versión 2];19ª obra [Versión 3];19ª obra [Versión 4];20ª obra [Versión 1];20ª obra [Versión 2];20ª obra [Versión 3];20ª obra [Versión 4]
11-29-2023 12:42:39,21,Universitaria,Ciencias Sociales,Femenino,España / Spain,Tristeza,Alegría,Miedo,Tristeza,Tristeza,Alegría,Entretenimiento,Miedo,Alegría,Alegría,Tristeza,Tristeza,Alegría,Alegría,Alegría,Entretenimiento,Entretenimiento,Alegría,Entretenimiento,Tristeza,Alegría,Alegría,Alegría,Alegría,Miedo,Miedo,Miedo,Entretenimiento,Alegría,Tristeza,Alegría,Tristeza,Tristeza,Tristeza,Tristeza,Tristeza,Tristeza,Tristeza,Alegría,Alegría,Tristeza,Tristeza,Tristeza,Entretenimiento,Alegría,Alegría,Alegría,Alegría,Entretenimiento,Alegría,Tristeza,Tristeza,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Alegría,Tristeza,Tristeza,Alegría,Miedo,Miedo,Miedo,Miedo,Miedo,Tristeza,Alegría,Tristeza,Tristeza,Alegría,Alegría,Alegría,Entretenimiento,Alegría,Alegría,Alegría,Alegría,Tristeza,Entretenimiento,Alegría
11-29-2023 17:33:12,53,Universitaria,Ciencias Sociales,Femenino,España / Spain,Alegría,Entretenimiento,Entretenimiento,Alegría,Tristeza,Entretenimiento,Alegría,Tristeza,Alegría,Alegría,Alegría,Tristeza,Alegría,Alegría,Alegría,Alegría,Entretenimiento,Entretenimiento,Tristeza,Tristeza,Entretenimiento,Entretenimiento,Alegría,Alegría,Miedo,Miedo,Miedo,Entretenimiento,Alegría,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Alegría,Entretenimiento,Entretenimiento,Alegría,Entretenimiento,Tristeza,Tristeza,Entretenimiento,Alegría,Alegría,Alegría,Alegría,Alegría,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Alegría,Entretenimiento,Entretenimiento,Entretenimiento,Tristeza,Tristeza,Alegría,Entretenimiento,Entretenimiento,Entretenimiento,Tristeza,Tristeza,Tristeza,Alegría,Alegría,Entretenimiento,Entretenimiento,Entretenimiento,Alegría,Entretenimiento,Alegría,Alegría,Alegría,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento
11-29-2023 19:07:57,25,Técnico Universitario / Formación Profesional,Ciencias Sociales,Femenino,España / Spain,Miedo,Tristeza,Entretenimiento,Alegría,Miedo,Tristeza,Entretenimiento,Alegría,Miedo,Tristeza,Entretenimiento,Alegría,Alegría,Entretenimiento,Tristeza,Miedo,Alegría,Entretenimiento,Tristeza,Miedo,Alegría,Entretenimiento,Tristeza,Miedo,Alegría,Entretenimiento,Tristeza,Miedo,Alegría,Miedo,Entretenimiento,Tristeza,Entretenimiento,Entretenimiento,Tristeza,Miedo,Alegría,Alegría,Alegría,Alegría,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Alegría,Miedo,Entretenimiento,Tristeza,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Alegría,Entretenimiento,Alegría,Alegría,Tristeza,Entretenimiento,Entretenimiento,Alegría,Entretenimiento,Miedo,Alegría,Alegría,Alegría,Alegría,Alegría,Alegría,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento
11-29-2023 19:53:30,22,Técnico Universitario / Formación Profesional,Ciencias Sociales,Femenino,España / Spain,Miedo,Entretenimiento,Entretenimiento,Alegría,Tristeza,Entretenimiento,Entretenimiento,Miedo,Alegría,Alegría,Tristeza,Tristeza,Entretenimiento,Entretenimiento,Alegría,Alegría,Entretenimiento,Entretenimiento,Entretenimiento,Miedo,Entretenimiento,Alegría,Entretenimiento,Entretenimiento,Tristeza,Miedo,Alegría,Entretenimiento,Alegría,Miedo,Entretenimiento,Tristeza,Miedo,Entretenimiento,Entretenimiento,Miedo,Alegría,Alegría,Alegría,Alegría,Tristeza,Tristeza,Entretenimiento,Alegría,Alegría,Alegría,Alegría,Alegría,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Miedo,Miedo,Tristeza,Entretenimiento,Entretenimiento,Miedo,Miedo,Alegría,Entretenimiento,Miedo,Miedo,Tristeza,Miedo,Tristeza,Alegría,Entretenimiento,Miedo,Entretenimiento,Entretenimiento,Alegría,Alegría,Alegría,Tristeza,Tristeza,Alegría,Miedo,Entretenimiento,Entretenimiento
11-29-2023 20:02:47,24,Técnico Universitario / Formación Profesional,Ciencias Sociales,Femenino,España / Spain,Miedo,Alegría,Alegría,Entretenimiento,Tristeza,Entretenimiento,Alegría,Tristeza,Alegría,Alegría,Tristeza,Miedo,Alegría,Alegría,Alegría,Entretenimiento,Alegría,Alegría,Tristeza,Tristeza,Entretenimiento,Alegría,Tristeza,Tristeza,Miedo,Miedo,Miedo,Miedo,Alegría,Tristeza,Entretenimiento,Tristeza,Tristeza,Miedo,Tristeza,Miedo,Miedo,Alegría,Tristeza,Alegría,Miedo,Tristeza,Alegría,Alegría,Alegría,Alegría,Alegría,Alegría,Alegría,Entretenimiento,Entretenimiento,Entretenimiento,Tristeza,Alegría,Alegría,Alegría,Entretenimiento,Tristeza,Miedo,Alegría,Miedo,Entretenimiento,Miedo,Miedo,Miedo,Tristeza,Alegría,Tristeza,Miedo,Alegría,Tristeza,Alegría,Alegría,Alegría,Alegría,Alegría,Alegría,Miedo,Alegría,Alegría
11-29-2023 20:04:46,22,Técnico Universitario / Formación Profesional,Humanidades,Femenino,España / Spain,Tristeza,Alegría,Miedo,Entretenimiento,Tristeza,Entretenimiento,Alegría,Miedo,Alegría,Entretenimiento,Tristeza,Miedo,Entretenimiento,Entretenimiento,Alegría,Alegría,Entretenimiento,Alegría,Tristeza,Miedo,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Entretenimiento,Miedo,Entretenimiento,Miedo,Miedo,Tristeza,Tristeza,Tristeza,Tristeza,Miedo,Tristeza,Tristeza,Entretenimiento,Alegría,Tristeza,Tristeza,Entretenimiento,Alegría,Entretenimiento,Alegría,Tristeza,Tristeza,Entretenimiento,Miedo,Entretenimiento,Entretenimiento,Tristeza,Alegría,Tristeza,Entretenimiento,Entretenimiento,Tristeza,Tristeza,Alegría,Tristeza,Entretenimiento,Tristeza,Tristeza,Tristeza,Tristeza,Entretenimiento,Alegría,Tristeza,Tristeza,Entretenimiento,Alegría,Entretenimiento,Alegría,Tristeza,Alegría,Entretenimiento,Miedo,Miedo,Alegría
11-29-2023 21:03:30,24,Técnico Universitario / Formación Profesional,Ciencias Sociales,Femenino,España / Spain,Tristeza,Alegría,Miedo,Entretenimiento,Tristeza,Entretenimiento,Alegría,Miedo,Entretenimiento,Alegría,Miedo,Tristeza,Tristeza,Miedo,Entretenimiento,Alegría,Entretenimiento,Alegría,Tristeza,Miedo,Alegría,Alegría,Entretenimiento,Tristeza,Entretenimiento,Miedo,Tristeza,Alegría,Entretenimiento,Miedo,Alegría,Tristeza,Entretenimiento,Tristeza,Alegría,Miedo,Miedo,Entretenimiento,Alegría,Tristeza,Tristeza,Miedo,Tristeza,Alegría,Alegría,Entretenimiento,Tristeza,Tristeza,Entretenimiento,Alegría,Tristeza,Tristeza,Tristeza,Alegría,Miedo,Alegría,Entretenimiento,Miedo,Tristeza,Alegría,Tristeza,Alegría,Miedo,Tristeza,Tristeza,Miedo,Alegría,Entretenimiento,Tristeza,Alegría,Miedo,Alegría,Entretenimiento,Alegría,Tristeza,Alegría,Tristeza,Tristeza,Alegría,Entretenimiento
11-30-2023 8:14:13,20,Secundaria,Ciencias Sociales,Femenino,España / Spain,Tristeza,Tristeza,Miedo,Alegría,Miedo,Entretenimiento,Alegría,Tristeza,Alegría,Alegría,Tristeza,Tristeza,Alegría,Alegría,Alegría,Alegría,Alegría,Tristeza,Tristeza,Miedo,Entretenimiento,Alegría,Alegría,Tristeza,Tristeza,Miedo,Tristeza,Entretenimiento,Alegría,Miedo,Entretenimiento,Tristeza,Miedo,Tristeza,Alegría,Tristeza,Tristeza,Alegría,Alegría,Entretenimiento,Miedo,Tristeza,Alegría,Alegría,Entretenimiento,Alegría,Alegría,Alegría,Alegría,Entretenimiento,Alegría,Alegría,Tristeza,Alegría,Tristeza,Tristeza,Entretenimiento,Tristeza,Miedo,Alegría,Alegría,Alegría,Tristeza,Alegría,Miedo,Tristeza,Entretenimiento,Alegría,Tristeza,Tristeza,Alegría,Entretenimiento,Entretenimiento,Alegría,Tristeza,Alegría,Alegría,Miedo,Alegría,Tristeza
11-30-2023 9:38:57,21,Secundaria,Ciencias Sociales,Femenino,España / Spain,Tristeza,Alegría,Entretenimiento,Entretenimiento,Entretenimiento,Alegría,Alegría,Tristeza,Alegría,Alegría,Entretenimiento,Tristeza,Alegría,Tristeza,Alegría,Entretenimiento,Entretenimiento,Alegría,Miedo,Tristeza,Alegría,Entretenimiento,Tristeza,Miedo,Tristeza,Miedo,Miedo,Entretenimiento,Alegría,Miedo,Entretenimiento,Tristeza,Alegría,Entretenimiento,Tristeza,Miedo,Miedo,Tristeza,Tristeza,Entretenimiento,Tristeza,Tristeza,Tristeza,Alegría,Entretenimiento,Tristeza,Tristeza,Tristeza,Alegría,Entretenimiento,Miedo,Tristeza,Miedo,Entretenimiento,Tristeza,Tristeza,Entretenimiento,Tristeza,Miedo,Alegría,Miedo,Entretenimiento,Tristeza,Tristeza,Tristeza,Miedo,Entretenimiento,Tristeza,Tristeza,Miedo,Alegría,Entretenimiento,Entretenimiento,Alegría,Tristeza,Miedo,Tristeza,Miedo,Entretenimiento,Entretenimiento
11-30-2023 9:39:09,22,Secundaria,Humanidades,Femenino,España / Spain,Miedo,Alegría,Entretenimiento,Tristeza,Tristeza,Entretenimiento,Alegría,Miedo,Alegría,Entretenimiento,Tristeza,Miedo,Alegría,Tristeza,Alegría,Entretenimiento,Alegría,Alegría,Tristeza,Miedo,Entretenimiento,Alegría,Tristeza,Miedo,Alegría,Miedo,Alegría,Entretenimiento,Alegría,Miedo,Entretenimiento,Entretenimiento,Tristeza,Entretenimiento,Entretenimiento,Miedo,Tristeza,Tristeza,Alegría,Entretenimiento,Miedo,Tristeza,Tristeza,Entretenimiento,Entretenimiento,Tristeza,Tristeza,Tristeza,Alegría,Entretenimiento,Entretenimiento,Alegría,Tristeza,Entretenimiento,Miedo,Alegría,Entretenimiento,Tristeza,Miedo,Alegría,Alegría,Entretenimiento,Tristeza,Alegría,Miedo,Tristeza,Alegría,Tristeza,Miedo,Tristeza,Tristeza,Alegría,Entretenimiento,Alegría,Tristeza,Entretenimiento,Tristeza,Miedo,Entretenimiento,Alegría
